,Season,Date,HID,AID,Open,OddsH,OddsA,OddsD,H,A,D,HS,AS,Special,H_PEN,A_PEN,H_MAJ,A_MAJ,H_PPG,A_PPG,H_SHG,A_SHG,H_SV,A_SV,H_PIM,A_PIM,H_SOG,A_SOG,H_BLK_S,A_BLK_S,H_HIT,A_HIT,H_BLK,A_BLK,H_FO,A_FO,H_P1,A_P1,H_P2,A_P2,H_P3,A_P3,H_OT,A_OT,H_SO,A_SO
1096,1992,1992-11-22,10,16,1992-11-21,1.64,3.33,4.75,False,False,True,4,4,,8,8,1,0,1,1,2,0,28,30,26,16,,,,,,,,,,,2,1,1,2,1,1,,,,
1097,1992,1992-11-22,0,19,1992-11-21,1.8,2.49,5.95,True,False,False,6,4,,2,3,0,0,2,0,0,0,20,27,4,6,,,,,,,,,,,3,0,2,1,1,3,,,,
1098,1992,1992-11-22,24,13,1992-11-21,1.73,2.93,4.96,False,False,True,3,3,,2,4,0,0,0,2,0,0,34,37,4,8,,,,,,,,,,,1,0,0,3,2,0,,,,
1099,1992,1992-11-22,22,4,1992-11-21,1.51,3.85,5.2,True,False,False,6,3,,7,8,1,1,3,2,0,0,30,22,18,20,,,,,,,,,,,1,1,2,1,3,1,,,,
1100,1992,1992-11-22,15,14,1992-11-21,1.73,2.94,4.95,True,False,False,3,1,,6,12,2,3,1,0,0,0,23,28,20,58,,,,,,,,,,,1,1,2,0,0,0,,,,
1101,1992,1992-11-22,18,20,1992-11-21,1.91,2.59,4.66,True,False,False,6,3,,3,4,3,2,0,0,0,0,29,31,35,28,,,,,,,,,,,4,1,2,2,0,0,,,,
1102,1992,1992-11-24,13,22,1992-11-23,1.89,2.51,5.05,False,True,False,1,2,,2,2,0,1,0,0,0,0,38,21,4,14,,,,,,,,,,,1,0,0,0,0,2,,,,
1103,1992,1992-11-24,14,18,1992-11-23,1.69,3.11,4.79,False,True,False,2,4,,2,8,0,0,0,0,0,0,32,26,4,16,,,,,,,,,,,0,0,2,3,0,1,,,,
1104,1992,1992-11-24,20,24,1992-11-23,1.75,2.87,4.95,True,False,False,5,2,,7,6,0,0,1,0,0,0,33,45,14,12,,,,,,,,,,,0,0,4,1,1,1,,,,
1105,1992,1992-11-24,23,0,1992-11-23,1.77,2.53,6.14,False,False,True,2,2,,2,3,0,1,0,0,0,0,25,45,4,16,,,,,,,,,,,0,0,1,2,1,0,,,,
1106,1992,1992-11-24,5,4,1992-11-23,1.61,3.57,4.66,True,False,False,4,1,,7,8,0,0,1,0,1,1,45,30,14,16,,,,,,,,,,,2,0,1,0,1,1,,,,
1107,1992,1992-11-24,16,15,1992-11-23,1.9,2.61,4.61,False,False,True,1,1,,2,3,1,0,0,0,0,0,18,37,8,6,,,,,,,,,,,0,1,0,0,1,0,,,,
1108,1992,1992-11-26,15,19,1992-11-25,2.0,2.29,5.28,False,True,False,2,4,,1,5,0,0,1,0,0,0,29,27,2,10,,,,,,,,,,,1,1,0,2,1,1,,,,
1109,1992,1992-11-27,22,20,1992-11-26,1.66,3.01,5.39,True,False,False,6,0,,4,5,0,0,2,0,0,0,28,38,8,10,,,,,,,,,,,2,0,2,0,2,0,,,,
1110,1992,1992-11-27,4,13,1992-11-26,1.95,2.62,4.33,False,True,False,2,3,,3,1,0,1,0,1,0,0,21,22,6,12,,,,,,,,,,,0,2,0,1,2,0,,,,
1111,1992,1992-11-27,10,23,1992-11-26,2.2,2.09,5.23,True,False,False,4,3,,1,1,0,2,0,0,0,0,41,26,2,16,,,,,,,,,,,1,2,2,0,1,1,,,,
1112,1992,1992-11-27,0,5,1992-11-26,1.52,3.52,5.81,False,True,False,2,3,,2,3,0,0,1,0,0,0,37,30,4,6,,,,,,,,,,,1,0,0,1,1,2,,,,
1113,1992,1992-11-27,18,16,1992-11-26,1.66,3.29,4.71,False,True,False,3,6,,3,2,0,0,1,0,0,0,20,38,6,4,,,,,,,,,,,1,0,0,3,2,3,,,,
1114,1992,1992-11-27,24,14,1992-11-26,1.7,3.06,4.82,True,False,False,5,1,,5,6,0,0,2,0,0,0,22,42,10,12,,,,,,,,,,,0,0,3,0,2,1,,,,
1115,1992,1992-11-29,19,18,1992-11-28,1.49,3.75,5.72,False,True,False,3,6,,4,9,1,0,1,0,0,1,14,38,33,18,,,,,,,,,,,1,3,0,1,2,2,,,,
1116,1992,1992-11-29,23,15,1992-11-28,1.55,3.36,5.85,True,False,False,4,3,,3,2,0,1,1,1,0,0,19,33,6,14,,,,,,,,,,,1,1,1,1,2,1,,,,
1117,1992,1992-11-29,20,13,1992-11-28,1.75,2.88,4.86,True,False,False,3,1,,5,3,0,0,0,0,0,0,41,26,10,6,,,,,,,,,,,3,0,0,0,0,1,,,,
1118,1992,1992-11-29,5,10,1992-11-28,1.73,2.93,4.9,False,False,True,2,2,,0,3,0,0,0,0,0,0,31,33,0,6,,,,,,,,,,,1,0,0,2,1,0,,,,
1119,1992,1992-11-29,16,24,1992-11-28,1.84,2.71,4.7,False,True,False,1,2,,2,6,1,0,1,1,0,0,26,33,16,12,,,,,,,,,,,0,1,1,1,0,0,,,,
1120,1992,1992-11-29,0,4,1992-11-28,1.4,4.54,5.73,True,False,False,3,1,,3,5,0,0,0,0,1,0,27,23,6,10,,,,,,,,,,,1,0,2,0,0,1,,,,
1121,1992,1992-11-29,14,22,1992-11-28,2.12,2.23,4.91,False,False,True,3,3,,1,1,0,1,0,0,0,0,30,18,2,12,,,,,,,,,,,1,1,2,1,0,1,,,,
1122,1992,1992-12-01,5,23,1992-11-30,2.14,2.14,5.27,True,False,False,2,0,,4,0,0,0,0,0,0,0,28,33,8,0,,,,,,,,,,,1,0,1,0,0,0,,,,
1123,1992,1992-12-03,22,16,1992-12-02,1.51,3.69,5.53,True,False,False,5,2,,4,6,0,0,1,0,0,0,24,33,8,12,,,,,,,,,,,1,1,2,0,2,1,,,,
1124,1992,1992-12-04,13,14,1992-12-03,1.67,3.2,4.78,True,False,False,4,1,,3,9,0,1,2,0,0,0,24,37,6,28,,,,,,,,,,,2,0,1,1,1,0,,,,
1125,1992,1992-12-04,4,20,1992-12-03,2.0,2.55,4.31,False,False,True,4,4,,7,2,0,1,1,2,2,0,27,16,14,9,,,,,,,,,,,2,0,1,2,1,2,,,,
1126,1992,1992-12-04,10,0,1992-12-03,2.1,2.19,5.21,False,False,True,3,3,,2,3,0,0,0,0,0,0,20,18,4,6,,,,,,,,,,,0,1,0,1,3,1,,,,
1127,1992,1992-12-04,15,5,1992-12-03,1.76,2.83,4.96,True,False,False,4,1,,5,5,2,5,1,0,0,0,66,38,18,36,,,,,,,,,,,1,1,2,0,1,0,,,,
1128,1992,1992-12-04,18,23,1992-12-03,2.12,2.18,5.14,False,True,False,1,5,,3,5,0,0,1,1,0,1,35,35,6,10,,,,,,,,,,,1,2,0,2,0,1,,,,
1129,1992,1992-12-04,24,19,1992-12-03,1.95,2.38,5.24,False,True,False,1,2,,4,5,0,1,0,0,0,0,34,36,8,20,,,,,,,,,,,0,0,0,0,1,2,,,,
1130,1992,1992-12-06,10,4,1992-12-05,1.54,3.87,4.79,False,True,False,2,3,,1,4,0,0,1,0,0,0,31,28,2,8,,,,,,,,,,,0,2,0,0,2,1,,,,
1131,1992,1992-12-06,0,15,1992-12-05,1.58,3.21,5.78,True,False,False,2,1,,2,1,0,0,0,0,0,0,29,17,4,2,,,,,,,,,,,1,0,1,0,0,1,,,,
1132,1992,1992-12-06,5,18,1992-12-05,1.69,3.12,4.85,False,True,False,1,3,,2,5,0,0,0,0,0,0,23,32,4,10,,,,,,,,,,,0,0,0,2,1,1,,,,
1133,1992,1992-12-06,19,22,1992-12-05,1.79,2.55,5.78,False,False,True,2,2,,2,7,1,1,0,0,0,0,12,40,8,24,,,,,,,,,,,1,1,0,1,1,0,,,,
1134,1992,1992-12-06,14,20,1992-12-05,1.86,2.71,4.59,False,True,False,2,3,,2,3,0,0,1,0,0,0,29,24,4,6,,,,,,,,,,,0,1,0,1,2,1,,,,
1135,1992,1992-12-06,23,24,1992-12-05,1.55,3.34,5.87,True,False,False,5,2,,1,3,0,0,1,0,0,0,33,37,2,6,,,,,,,,,,,1,0,2,1,2,1,,,,
1136,1992,1992-12-06,16,13,1992-12-05,1.86,2.71,4.6,False,False,True,2,2,,4,4,0,0,0,1,0,0,33,28,8,8,,,,,,,,,,,1,1,0,0,1,1,,,,
1137,1992,1992-12-08,18,0,1992-12-07,2.15,2.15,5.16,True,False,False,6,2,,4,2,1,0,0,1,0,0,31,20,18,4,,,,,,,,,,,3,0,0,2,3,0,,,,
1138,1992,1992-12-08,15,10,1992-12-07,1.69,3.06,4.99,True,False,False,10,3,,4,2,0,0,1,0,1,1,35,28,8,4,,,,,,,,,,,4,0,4,2,2,1,,,,
1139,1992,1992-12-08,4,14,1992-12-07,1.8,3.02,4.23,True,False,False,3,2,,2,3,0,0,0,0,0,0,12,42,4,6,,,,,,,,,,,2,1,0,1,1,0,,,,
1140,1992,1992-12-08,24,5,1992-12-07,1.7,3.03,4.9,False,True,False,0,3,,5,4,0,0,0,0,0,0,31,41,10,8,,,,,,,,,,,0,2,0,0,0,1,,,,
1141,1992,1992-12-08,20,16,1992-12-07,1.62,3.37,4.9,True,False,False,6,1,,2,4,0,1,1,0,0,0,31,32,4,18,,,,,,,,,,,1,0,4,0,1,1,,,,
1142,1992,1992-12-08,13,19,1992-12-07,2.0,2.32,5.17,False,False,True,1,1,,4,5,0,0,1,0,0,0,32,28,8,10,,,,,,,,,,,0,0,1,1,0,0,,,,
1143,1992,1992-12-08,22,23,1992-12-07,1.89,2.34,5.94,False,True,False,0,3,,0,1,0,0,0,0,0,0,15,29,0,2,,,,,,,,,,,0,2,0,0,0,1,,,,
1144,1992,1992-12-10,5,22,1992-12-09,1.97,2.37,5.14,False,False,True,5,5,,6,13,0,0,5,1,0,0,38,29,12,26,,,,,,,,,,,2,1,3,2,0,1,,,,
1145,1992,1992-12-11,14,16,1992-12-10,1.71,3.24,4.39,True,False,False,3,2,,4,2,0,0,0,0,0,0,38,22,8,4,,,,,,,,,,,2,0,0,1,1,1,,,,
1146,1992,1992-12-11,13,23,1992-12-10,2.22,2.05,5.4,True,False,False,4,1,,4,7,0,0,0,0,0,0,37,31,8,14,,,,,,,,,,,2,0,0,1,2,0,,,,
1147,1992,1992-12-11,15,4,1992-12-10,1.5,3.98,5.18,False,True,False,1,4,,3,7,0,0,0,0,0,0,19,25,6,14,,,,,,,,,,,0,2,0,1,1,1,,,,
1148,1992,1992-12-11,18,10,1992-12-10,1.62,3.34,4.95,False,True,False,1,6,,6,6,0,0,1,0,0,0,22,25,12,12,,,,,,,,,,,0,2,0,3,1,1,,,,
1149,1992,1992-12-11,24,0,1992-12-10,2.04,2.29,5.05,True,False,False,7,0,,2,3,0,0,0,0,1,0,34,29,4,6,,,,,,,,,,,1,0,3,0,3,0,,,,
1150,1992,1992-12-11,19,20,1992-12-10,1.63,3.05,5.63,False,True,False,1,5,,3,4,3,0,0,0,0,0,25,44,35,8,,,,,,,,,,,0,3,1,1,0,1,,,,
1151,1992,1992-12-13,5,13,1992-12-12,1.79,2.73,4.98,True,False,False,5,3,,3,5,1,2,1,0,0,1,33,27,10,34,,,,,,,,,,,1,1,2,2,2,0,,,,
1152,1992,1992-12-13,19,14,1992-12-12,1.52,3.76,5.33,True,False,False,3,1,,2,3,0,0,0,0,0,0,15,41,4,6,,,,,,,,,,,0,0,1,1,2,0,,,,
1153,1992,1992-12-13,0,22,1992-12-12,1.87,2.48,5.37,True,False,False,3,1,,2,1,0,0,0,0,0,0,27,15,4,2,,,,,,,,,,,0,0,2,0,1,1,,,,
1154,1992,1992-12-13,10,24,1992-12-12,1.85,2.62,4.91,True,False,False,5,3,,2,2,1,2,1,0,0,0,37,35,8,33,,,,,,,,,,,1,1,0,1,4,1,,,,
1155,1992,1992-12-13,4,16,1992-12-12,1.7,3.29,4.38,False,False,True,0,0,,2,1,2,1,,,,,25,26,34,6,,,,,,,,,,,0,0,0,0,0,0,,,,
1156,1992,1992-12-13,23,20,1992-12-12,1.63,2.98,5.94,True,False,False,5,2,,5,4,0,2,1,1,1,0,30,34,10,38,,,,,,,,,,,1,1,1,0,3,1,,,,
1157,1992,1992-12-13,15,18,1992-12-12,1.65,3.16,5.06,True,False,False,5,1,,3,4,0,0,0,0,0,0,25,29,6,8,,,,,,,,,,,0,0,2,0,3,1,,,,
1158,1992,1992-12-16,14,23,1992-12-15,2.41,1.96,4.98,False,True,False,2,6,,3,4,0,0,1,0,0,0,37,25,6,8,,,,,,,,,,,0,1,1,3,1,2,,,,
1159,1992,1992-12-17,13,19,1992-12-16,1.9,2.47,5.18,True,False,False,5,3,,3,5,2,0,1,1,0,0,42,23,20,10,,,,,,,,,,,3,2,2,0,0,1,,,,
1160,1992,1992-12-18,20,19,1992-12-17,1.8,2.63,5.33,False,True,False,2,7,,2,3,0,0,1,1,1,0,29,34,4,6,,,,,,,,,,,0,2,1,2,1,3,,,,
1161,1992,1993-01-01,20,5,1992-12-31,1.74,2.86,5.05,False,True,False,1,2,,5,6,1,2,1,0,0,2,39,39,30,26,,,,,,,,,,,0,1,0,1,1,0,,,,
1162,1992,1993-01-01,22,10,1992-12-31,1.61,3.19,5.42,False,True,False,3,4,,1,2,0,1,0,0,0,0,24,33,2,14,,,,,,,,,,,2,2,0,0,1,2,,,,
1163,1992,1993-01-01,13,0,1992-12-31,1.81,2.64,5.2,False,False,True,3,3,,1,4,0,0,0,0,0,0,37,23,2,8,,,,,,,,,,,1,0,1,1,1,2,,,,
1164,1992,1993-01-01,16,19,1992-12-31,2.22,2.17,4.71,False,True,False,2,3,,4,4,0,0,1,1,1,0,39,33,8,8,,,,,,,,,,,1,1,1,2,0,0,,,,
1165,1992,1993-01-01,24,15,1992-12-31,1.79,2.68,5.15,True,False,False,6,3,,5,6,0,0,1,1,0,0,19,29,10,12,,,,,,,,,,,1,1,2,0,3,2,,,,
1166,1992,1993-01-01,18,4,1992-12-31,1.66,3.33,4.59,False,True,False,4,5,,4,4,2,0,1,0,0,0,35,28,38,8,,,,,,,,,,,1,0,2,3,1,2,,,,
1167,1992,1993-01-03,0,20,1993-01-02,1.67,3.02,5.28,False,False,True,1,1,,2,3,0,0,0,0,0,0,26,37,4,6,,,,,,,,,,,0,1,1,0,0,0,,,,
1168,1992,1993-01-03,10,13,1993-01-02,1.79,2.74,5.02,True,False,False,8,2,,4,5,0,0,2,0,0,0,38,23,8,10,,,,,,,,,,,3,0,5,2,0,0,,,,
1169,1992,1993-01-03,18,24,1993-01-02,1.94,2.51,4.74,True,False,False,7,3,,2,3,0,1,1,0,0,0,24,21,4,16,,,,,,,,,,,1,0,3,1,3,2,,,,
1170,1992,1993-01-03,4,19,1993-01-02,2.17,2.19,4.81,False,False,True,5,5,,2,2,0,0,1,1,0,0,25,27,4,4,,,,,,,,,,,1,1,2,2,2,2,,,,
1171,1992,1993-01-03,23,16,1993-01-02,1.39,4.49,6.06,True,False,False,5,3,,4,7,0,0,1,0,0,0,24,40,8,14,,,,,,,,,,,2,1,3,2,0,0,,,,
1172,1992,1993-01-03,15,22,1993-01-02,1.84,2.56,5.22,True,False,False,2,1,,4,7,1,1,1,0,0,0,29,20,12,34,,,,,,,,,,,0,0,1,0,1,1,,,,
1173,1992,1993-01-03,5,14,1993-01-02,1.56,3.67,4.97,True,False,False,5,1,,7,7,0,1,1,0,0,0,24,30,14,24,,,,,,,,,,,1,0,2,1,2,0,,,,
1174,1992,1993-01-08,13,15,1993-01-07,1.83,2.65,4.94,False,True,False,2,3,,3,3,2,1,0,0,0,0,42,30,31,10,,,,,,,,,,,1,1,1,1,0,1,,,,
1175,1992,1993-01-08,22,18,1993-01-07,1.6,3.28,5.28,False,True,False,2,3,,5,5,0,1,1,0,0,0,24,23,10,20,,,,,,,,,,,2,1,0,2,0,0,,,,
1176,1992,1993-01-08,20,10,1993-01-07,1.82,2.65,5.07,False,False,True,4,4,,3,2,0,0,0,0,0,0,40,29,6,4,,,,,,,,,,,3,0,1,2,0,2,,,,
1177,1992,1993-01-08,14,0,1993-01-07,2.11,2.32,4.53,False,True,False,0,5,,4,5,0,0,0,1,0,1,31,28,8,10,,,,,,,,,,,0,1,0,1,0,3,,,,
1178,1992,1993-01-08,16,5,1993-01-07,2.04,2.42,4.5,True,False,False,2,1,,5,7,0,0,0,1,1,0,27,42,10,14,,,,,,,,,,,0,0,1,1,1,0,,,,
1179,1992,1993-01-08,24,4,1993-01-07,1.6,3.47,4.93,True,False,False,4,0,,3,5,0,0,0,0,0,0,22,25,6,10,,,,,,,,,,,2,0,1,0,1,0,,,,
1180,1992,1993-01-10,5,19,1993-01-09,1.92,2.4,5.3,False,True,False,3,5,,4,5,2,5,3,1,0,0,36,0,16,52,,,,,,,,,,,1,0,0,4,2,1,,,,
1181,1992,1993-01-10,18,13,1993-01-09,1.73,2.97,4.83,False,True,False,1,3,,0,3,0,1,1,0,0,0,19,34,0,16,,,,,,,,,,,0,1,1,1,0,1,,,,
1182,1992,1993-01-10,4,23,1993-01-09,2.51,1.9,5.01,False,True,False,2,5,,6,5,1,3,1,0,0,0,26,19,32,45,,,,,,,,,,,0,2,2,2,0,1,,,,
1183,1992,1993-01-10,15,20,1993-01-09,1.69,2.97,5.2,True,False,False,3,1,,4,6,2,3,0,0,0,0,38,29,16,46,,,,,,,,,,,2,0,0,0,1,1,,,,
1184,1992,1993-01-10,10,14,1993-01-09,1.48,4.11,5.12,True,False,False,6,2,,3,6,0,0,0,2,1,0,37,39,6,12,,,,,,,,,,,1,0,3,1,2,1,,,,
1185,1992,1993-01-10,24,22,1993-01-09,1.8,2.66,5.2,False,True,False,4,5,,4,4,0,0,0,1,0,0,26,35,8,8,,,,,,,,,,,2,2,0,1,2,2,,,,
1186,1992,1993-01-14,16,10,1993-01-13,2.08,2.35,4.6,True,False,False,4,3,,4,5,0,1,0,0,1,0,21,41,8,20,,,,,,,,,,,2,1,2,1,0,1,,,,
1187,1992,1993-01-15,13,24,1993-01-14,1.79,2.75,4.95,False,False,True,3,3,,1,3,0,0,0,0,0,0,43,33,2,6,,,,,,,,,,,0,1,1,0,2,2,,,,
1188,1992,1993-01-15,19,0,1993-01-14,1.71,2.77,5.74,True,False,False,7,4,,4,4,2,0,0,0,0,0,31,30,22,8,,,,,,,,,,,5,2,0,1,1,1,,,,
1189,1992,1993-01-15,20,18,1993-01-14,1.69,3.08,4.89,True,False,False,2,0,,2,5,0,1,1,0,0,0,37,29,4,20,,,,,,,,,,,1,0,0,0,1,0,,,,
1190,1992,1993-01-15,22,4,1993-01-14,1.5,3.9,5.23,True,False,False,4,0,,3,7,2,0,1,0,0,0,16,23,31,14,,,,,,,,,,,2,0,1,0,1,0,,,,
1191,1992,1993-01-15,23,5,1993-01-14,1.52,3.44,6.16,True,False,False,6,2,,6,7,1,0,0,1,1,0,25,41,22,14,,,,,,,,,,,1,1,1,0,4,1,,,,
1192,1992,1993-01-15,14,15,1993-01-14,2.19,2.27,4.39,False,False,True,2,2,,1,5,0,0,0,0,0,1,34,26,2,10,,,,,,,,,,,1,0,1,1,0,1,,,,
1193,1992,1993-01-17,15,16,1993-01-16,1.53,3.72,5.18,True,False,False,3,2,,4,7,0,0,0,0,0,1,18,23,8,14,,,,,,,,,,,1,0,0,1,2,1,,,,
1194,1992,1993-01-17,22,13,1993-01-16,1.62,3.17,5.37,True,False,False,2,1,,5,5,0,0,0,0,0,0,23,20,10,10,,,,,,,,,,,0,0,1,1,1,0,,,,
1195,1992,1993-01-17,18,14,1993-01-16,1.57,3.82,4.59,True,False,False,7,2,,1,8,3,2,1,2,0,0,16,40,31,30,,,,,,,,,,,1,0,1,2,5,0,,,,
1196,1992,1993-01-17,4,5,1993-01-16,1.97,2.57,4.39,False,True,False,1,2,,2,7,0,0,0,0,0,0,29,31,4,14,,,,,,,,,,,0,0,0,1,1,1,,,,
1197,1992,1993-01-17,0,23,1993-01-16,2.14,2.07,5.78,False,True,False,1,4,,2,3,0,1,0,0,0,0,25,38,4,16,,,,,,,,,,,0,2,1,2,0,0,,,,
1198,1992,1993-01-17,10,19,1993-01-16,1.95,2.32,5.48,True,False,False,8,5,,3,5,0,0,2,0,1,0,47,25,6,10,,,,,,,,,,,5,2,0,2,3,1,,,,
1199,1992,1993-01-21,20,22,1993-01-20,1.9,2.47,5.15,False,True,False,5,7,,4,7,0,0,2,0,0,0,34,32,8,14,,,,,,,,,,,2,3,0,3,3,1,,,,
1200,1992,1993-01-22,13,4,1993-01-21,1.56,3.76,4.77,True,False,False,3,2,,4,6,0,0,0,0,0,0,28,27,8,12,,,,,,,,,,,3,1,0,1,0,0,,,,
1201,1992,1993-01-22,23,10,1993-01-21,1.56,3.13,6.4,True,False,False,4,1,,2,4,0,0,1,0,0,0,19,41,4,8,,,,,,,,,,,1,0,2,1,1,0,,,,
1202,1992,1993-01-22,14,24,1993-01-21,2.14,2.37,4.23,False,True,False,1,7,,3,3,0,0,1,1,0,0,38,32,6,6,,,,,,,,,,,0,1,1,2,0,4,,,,
1203,1992,1993-01-22,5,0,1993-01-21,1.82,2.64,5.07,False,False,True,2,2,,2,2,0,0,1,0,0,0,39,31,4,4,,,,,,,,,,,1,0,0,2,1,0,,,,
1204,1992,1993-01-22,16,18,1993-01-21,1.86,2.76,4.46,False,True,False,2,5,,6,8,0,5,2,1,0,0,36,47,12,81,,,,,,,,,,,0,0,2,0,0,4,,,,
1205,1992,1993-01-22,19,15,1993-01-21,1.68,2.87,5.66,True,False,False,6,1,,4,4,0,1,1,0,0,0,23,38,8,18,,,,,,,,,,,0,0,4,0,2,1,,,,
1206,1992,1993-01-24,24,16,1993-01-23,1.52,3.87,5.12,True,False,False,6,3,,4,5,0,1,0,1,0,0,,40,8,20,,,,,,,,,,,2,0,2,3,2,0,,,,
1207,1992,1993-01-24,4,0,1993-01-23,2.12,2.34,4.44,False,False,True,4,4,,5,7,0,0,0,1,0,0,29,25,10,14,,,,,,,,,,,2,1,2,3,0,0,,,,
1208,1992,1993-01-24,10,5,1993-01-23,1.67,3.02,5.29,False,False,True,2,2,,4,4,1,1,0,0,0,0,27,21,12,12,,,,,,,,,,,1,1,1,0,0,1,,,,
1209,1992,1993-01-24,22,14,1993-01-23,1.38,4.99,5.47,True,False,False,4,3,,5,5,0,1,1,0,1,0,23,38,10,20,,,,,,,,,,,0,0,3,2,1,0,,,,
1210,1992,1993-01-24,13,20,1993-01-23,1.74,2.89,4.91,False,True,False,1,7,,0,5,1,0,0,4,1,0,29,33,4,10,,,,,,,,,,,1,1,0,3,0,3,,,,
1211,1992,1993-01-24,15,23,1993-01-23,2.3,1.94,5.74,True,False,False,2,0,,5,7,1,1,0,0,0,0,24,33,14,18,,,,,,,,,,,1,0,0,0,1,0,,,,
1212,1992,1993-01-24,18,19,1993-01-23,2.08,2.21,5.24,False,True,False,2,6,,5,1,2,2,0,0,0,0,34,23,35,27,,,,,,,,,,,2,1,0,2,0,3,,,,
1213,1992,1993-01-26,19,14,1993-01-25,1.33,5.42,5.95,True,False,False,4,3,,4,3,0,0,1,0,0,0,25,39,8,6,,,,,,,,,,,1,1,2,2,1,0,,,,
1214,1992,1993-01-26,18,5,1993-01-25,1.79,2.78,4.85,False,True,False,1,2,,3,3,0,0,0,0,0,0,24,40,6,6,,,,,,,,,,,1,0,0,0,0,2,,,,
1215,1992,1993-01-26,24,20,1993-01-25,1.73,2.82,5.31,True,False,False,4,3,,4,6,0,0,0,2,0,0,27,41,8,12,,,,,,,,,,,1,2,2,1,1,0,,,,
1216,1992,1993-01-27,19,24,1993-01-26,1.63,2.98,5.97,True,False,False,9,5,,4,4,2,2,2,0,0,0,29,21,48,48,,,,,,,,,,,2,1,2,2,5,2,,,,
1217,1992,1993-01-28,23,18,1993-01-27,1.44,3.9,6.29,True,False,False,11,1,,3,6,0,0,4,0,0,0,33,28,6,12,,,,,,,,,,,4,1,3,0,4,0,,,,
1218,1992,1993-01-29,20,4,1993-01-28,1.51,3.98,5.03,False,False,True,3,3,,5,5,0,1,1,0,1,2,41,33,10,20,,,,,,,,,,,1,1,2,2,0,0,,,,
1219,1992,1993-01-29,14,13,1993-01-28,2.01,2.65,3.98,False,True,False,0,3,,4,4,0,2,0,0,0,1,37,31,8,22,,,,,,,,,,,0,0,0,2,0,1,,,,
1220,1992,1993-01-29,16,22,1993-01-28,2.25,2.16,4.61,False,False,True,3,3,,5,4,0,0,1,1,0,0,36,25,10,8,,,,,,,,,,,0,0,3,2,0,1,,,,
1221,1992,1993-01-29,5,15,1993-01-28,1.81,2.65,5.12,False,False,True,4,4,,5,2,0,0,0,2,1,0,35,31,10,4,,,,,,,,,,,0,0,4,2,0,2,,,,
1222,1992,1993-01-29,0,10,1993-01-28,1.78,2.68,5.3,False,False,True,2,2,,2,2,0,0,2,2,0,0,26,30,4,4,,,,,,,,,,,0,0,2,1,0,1,,,,
1223,1992,1993-01-31,4,10,1993-01-30,2.14,2.29,4.48,True,False,False,6,5,,6,7,0,0,1,1,1,0,25,31,12,14,,,,,,,,,,,3,3,3,0,0,1,,,,
1224,1992,1993-01-31,24,23,1993-01-30,2.3,1.92,5.84,False,True,False,1,6,,5,9,2,2,0,0,0,1,27,31,18,26,,,,,,,,,,,0,3,0,1,1,1,,,,
1225,1992,1993-01-31,13,16,1993-01-30,1.6,3.61,4.65,False,False,True,3,3,,6,5,0,0,1,2,1,0,27,28,12,10,,,,,,,,,,,1,2,0,1,2,0,,,,
1226,1992,1993-01-31,20,14,1993-01-30,1.42,4.81,5.04,False,True,False,5,6,,3,7,0,0,1,0,0,0,26,28,6,14,,,,,,,,,,,2,2,2,2,1,2,,,,
1227,1992,1993-01-31,15,0,1993-01-30,1.75,2.76,5.29,False,True,False,1,4,,6,7,3,1,0,0,0,2,24,22,47,18,,,,,,,,,,,0,1,1,3,0,0,,,,
1228,1992,1993-02-02,23,22,1993-02-01,1.55,3.11,6.73,True,False,False,4,1,,7,6,0,0,2,0,1,0,31,26,14,12,,,,,,,,,,,1,0,1,1,2,0,,,,
1229,1992,1993-02-02,14,4,1993-02-01,1.85,3.05,3.89,False,True,False,1,6,,4,4,0,0,1,1,0,0,26,30,8,8,,,,,,,,,,,0,1,0,4,1,1,,,,
1230,1992,1993-02-02,16,20,1993-02-01,2.0,2.5,4.42,True,False,False,6,2,,4,2,0,0,0,0,1,0,28,33,8,4,,,,,,,,,,,0,1,3,0,3,1,,,,
1231,1992,1993-02-02,5,24,1993-02-01,1.76,2.79,5.08,False,True,False,2,6,,6,5,0,0,0,2,0,0,36,25,12,10,,,,,,,,,,,1,1,0,3,1,2,,,,
1232,1992,1993-02-02,0,18,1993-02-01,1.56,3.53,5.27,True,False,False,4,1,,2,2,0,0,2,1,0,0,32,26,4,4,,,,,,,,,,,1,0,2,1,1,0,,,,
1233,1992,1993-02-02,10,15,1993-02-01,1.72,2.85,5.25,True,False,False,3,0,,5,9,0,1,1,0,0,0,39,33,10,28,,,,,,,,,,,0,0,2,0,1,0,,,,
1234,1992,1993-02-02,19,13,1993-02-01,1.47,3.8,6.02,False,False,True,8,8,,5,6,0,0,2,3,0,1,29,47,10,12,,,,,,,,,,,2,2,2,3,4,3,,,,
1235,1992,1993-02-04,0,24,1993-02-03,1.72,2.81,5.47,True,False,False,5,3,,3,3,0,0,0,0,0,0,32,26,6,6,,,,,,,,,,,1,1,3,1,1,1,,,,
1236,1992,1993-02-04,16,14,1993-02-03,1.53,4.36,4.36,True,False,False,3,2,,3,6,0,1,1,0,0,0,19,50,6,17,,,,,,,,,,,0,1,1,0,2,1,,,,
1237,1992,1993-02-04,19,20,1993-02-03,1.49,3.63,6.02,False,False,True,5,5,,4,8,0,0,1,1,0,0,14,30,8,16,,,,,,,,,,,2,2,2,2,1,1,,,,
