,Season,Date,HID,AID,Open,OddsH,OddsA,OddsD,H,A,D,HS,AS,Special,H_PEN,A_PEN,H_MAJ,A_MAJ,H_PPG,A_PPG,H_SHG,A_SHG,H_SV,A_SV,H_PIM,A_PIM,H_SOG,A_SOG,H_BLK_S,A_BLK_S,H_HIT,A_HIT,H_BLK,A_BLK,H_FO,A_FO,H_P1,A_P1,H_P2,A_P2,H_P3,A_P3,H_OT,A_OT,H_SO,A_SO
2709,1996,1996-11-22,22,0,2019-09-18,0.0,0.0,0,True,False,False,3,1,,4,4,0,0,0,0,0,0,31,35,8,8,,,,,,,,,,,0,1,2,0,1,0,,,,
2710,1996,1996-11-22,10,2,2019-09-18,0.0,0.0,0,True,False,False,5,1,,4,6,0,0,0,0,0,0,25,33,8,12,,,,,,,,,,,3,0,0,0,2,1,,,,
2711,1996,1996-11-22,15,23,2019-09-18,0.0,0.0,0,True,False,False,2,0,,3,6,0,0,0,0,0,0,24,33,6,12,,,,,,,,,,,0,0,0,0,2,0,,,,
2712,1996,1996-11-22,18,16,2019-09-18,0.0,0.0,0,True,False,False,3,2,,4,5,0,1,0,0,0,0,30,33,8,20,,,,,,,,,,,1,0,1,1,1,1,,,,
2713,1996,1996-11-22,24,25,2019-09-18,0.0,0.0,0,True,False,False,6,2,,4,6,0,2,0,0,0,0,24,44,8,37,,,,,,,,,,,3,1,2,0,1,1,,,,
2714,1996,1996-11-23,0,10,2019-09-18,0.0,0.0,0,False,False,True,2,2,OT,7,9,0,0,0,0,0,0,33,37,14,18,,,,,,,,,,,0,1,2,1,0,0,0,0,,
2715,1996,1996-11-24,2,15,2019-09-18,0.0,0.0,0,False,True,False,2,4,,7,6,0,1,0,0,0,0,31,32,14,22,,,,,,,,,,,1,1,1,1,0,2,,,,
2716,1996,1996-11-24,20,18,2019-09-18,0.0,0.0,0,True,False,False,5,2,,5,3,0,0,0,0,0,0,44,35,10,6,,,,,,,,,,,2,0,2,0,1,2,,,,
2717,1996,1996-11-24,16,24,2019-09-18,0.0,0.0,0,False,False,True,1,1,OT,6,7,0,0,0,0,0,0,33,36,12,14,,,,,,,,,,,1,1,0,0,0,0,0,0,,
2718,1996,1996-11-24,23,8,2019-09-18,0.0,0.0,0,True,False,False,6,2,,3,6,0,0,0,0,0,0,22,31,6,12,,,,,,,,,,,2,1,2,0,2,1,,,,
2719,1996,1996-11-24,19,5,2019-09-18,0.0,0.0,0,False,True,False,1,2,,8,9,0,0,0,0,0,0,23,31,16,18,,,,,,,,,,,1,1,0,1,0,0,,,,
2720,1996,1996-11-24,25,22,2019-09-18,0.0,0.0,0,True,False,False,3,2,OT,3,7,2,2,0,0,0,0,32,20,31,39,,,,,,,,,,,1,0,0,1,1,1,1,0,,
2721,1996,1996-11-26,5,2,2019-09-18,0.0,0.0,0,True,False,False,7,0,,6,7,0,1,0,0,0,0,30,34,12,24,,,,,,,,,,,2,0,1,0,4,0,,,,
2722,1996,1996-11-26,24,20,2019-09-18,0.0,0.0,0,True,False,False,4,1,,10,13,0,0,0,0,0,0,17,55,20,26,,,,,,,,,,,1,0,2,1,1,0,,,,
2723,1996,1996-11-26,18,0,2019-09-18,0.0,0.0,0,False,False,True,2,2,OT,2,4,0,0,0,0,0,0,42,41,4,8,,,,,,,,,,,1,0,1,1,0,1,0,0,,
2724,1996,1996-11-26,22,23,2019-09-18,0.0,0.0,0,True,False,False,3,1,,2,4,0,1,0,0,0,0,31,26,4,28,,,,,,,,,,,0,0,1,1,2,0,,,,
2725,1996,1996-11-26,10,19,2019-09-18,0.0,0.0,0,False,True,False,1,2,OT,3,7,0,0,0,0,0,0,25,43,6,14,,,,,,,,,,,1,0,0,0,0,1,0,1,,
2726,1996,1996-11-26,16,25,2019-09-18,0.0,0.0,0,False,True,False,1,3,,5,5,0,0,0,0,0,0,35,41,10,10,,,,,,,,,,,0,0,1,1,0,2,,,,
2727,1996,1996-11-26,15,8,2019-09-18,0.0,0.0,0,False,False,True,1,1,OT,4,9,0,0,0,0,0,0,28,46,8,18,,,,,,,,,,,0,0,0,1,1,0,0,0,,
2728,1996,1996-11-29,0,5,2019-09-18,0.0,0.0,0,True,False,False,3,1,,7,5,0,0,0,0,0,0,23,33,14,10,,,,,,,,,,,2,0,1,1,0,0,,,,
2729,1996,1996-11-29,2,22,2019-09-18,0.0,0.0,0,True,False,False,2,1,,2,5,1,0,0,0,0,0,34,24,8,10,,,,,,,,,,,0,0,0,1,2,0,,,,
2730,1996,1996-11-29,23,10,2019-09-18,0.0,0.0,0,True,False,False,4,2,,6,6,1,2,0,0,0,0,33,21,16,42,,,,,,,,,,,1,1,1,1,2,0,,,,
2731,1996,1996-11-29,8,24,2019-09-18,0.0,0.0,0,False,True,False,3,4,OT,4,6,0,0,0,0,0,0,33,37,8,12,,,,,,,,,,,1,0,1,1,1,2,0,1,,
2732,1996,1996-11-29,25,18,2019-09-18,0.0,0.0,0,True,False,False,2,1,,2,3,0,0,0,0,0,0,31,29,4,6,,,,,,,,,,,0,0,0,0,2,1,,,,
2733,1996,1996-11-29,19,15,2019-09-18,0.0,0.0,0,False,True,False,1,9,,3,3,2,0,0,0,0,0,34,22,31,6,,,,,,,,,,,0,2,0,5,1,2,,,,
2734,1996,1996-11-30,2,25,2019-09-18,0.0,0.0,0,True,False,False,2,1,,3,6,0,0,0,0,0,0,27,44,6,12,,,,,,,,,,,0,1,1,0,1,0,,,,
2735,1996,1996-12-01,19,24,2019-09-18,0.0,0.0,0,False,True,False,0,2,,3,6,0,0,0,0,0,0,28,34,6,12,,,,,,,,,,,0,0,0,1,0,1,,,,
2736,1996,1996-12-01,8,10,2019-09-18,0.0,0.0,0,False,True,False,2,4,,8,9,2,2,0,0,0,0,35,31,41,43,,,,,,,,,,,1,2,0,1,1,1,,,,
2737,1996,1996-12-01,23,18,2019-09-18,0.0,0.0,0,False,True,False,1,6,,5,6,0,0,0,0,0,0,25,33,10,12,,,,,,,,,,,0,2,1,1,0,3,,,,
2738,1996,1996-12-01,0,16,2019-09-18,0.0,0.0,0,True,False,False,4,2,,5,7,0,0,0,0,0,0,35,37,10,14,,,,,,,,,,,0,0,2,0,2,2,,,,
2739,1996,1996-12-01,15,5,2019-09-18,0.0,0.0,0,False,True,False,4,5,OT,7,8,0,0,0,0,0,0,28,34,14,16,,,,,,,,,,,0,3,4,1,0,0,0,1,,
2740,1996,1996-12-03,20,16,2019-09-18,0.0,0.0,0,True,False,False,3,2,OT,9,10,0,0,0,0,0,0,31,37,18,20,,,,,,,,,,,1,1,1,0,0,1,1,0,,
2741,1996,1996-12-06,5,23,2019-09-18,0.0,0.0,0,False,True,False,1,2,OT,5,5,0,0,0,0,0,0,48,34,10,10,,,,,,,,,,,0,1,0,0,1,0,0,1,,
2742,1996,1996-12-06,24,0,2019-09-18,0.0,0.0,0,False,True,False,2,5,,1,5,0,2,0,0,0,0,17,37,2,35,,,,,,,,,,,1,3,0,1,1,1,,,,
2743,1996,1996-12-06,22,19,2019-09-18,0.0,0.0,0,False,True,False,2,4,,6,6,0,0,0,0,0,0,23,22,12,12,,,,,,,,,,,2,0,0,3,0,1,,,,
2744,1996,1996-12-06,16,2,2019-09-18,0.0,0.0,0,True,False,False,6,3,,4,6,0,0,0,0,0,0,31,39,8,12,,,,,,,,,,,2,0,3,1,1,2,,,,
2745,1996,1996-12-06,18,8,2019-09-18,0.0,0.0,0,False,True,False,2,3,OT,5,9,0,1,0,0,0,0,31,31,10,28,,,,,,,,,,,1,0,1,1,0,1,0,1,,
2746,1996,1996-12-06,25,20,2019-09-18,0.0,0.0,0,True,False,False,4,2,,5,7,0,0,0,0,0,0,41,39,10,14,,,,,,,,,,,1,2,0,0,3,0,,,,
2747,1996,1996-12-06,10,15,2019-09-18,0.0,0.0,0,False,False,True,2,2,OT,8,10,0,0,0,0,0,0,30,35,16,20,,,,,,,,,,,1,1,1,0,0,1,0,0,,
2748,1996,1996-12-07,8,22,2019-09-18,0.0,0.0,0,False,True,False,1,2,,4,6,2,2,0,0,0,0,24,37,33,37,,,,,,,,,,,1,1,0,0,0,1,,,,
2749,1996,1996-12-08,2,18,2019-09-18,0.0,0.0,0,True,False,False,3,2,,7,9,0,0,0,0,0,0,38,25,14,18,,,,,,,,,,,0,0,1,1,2,1,,,,
2750,1996,1996-12-08,16,19,2019-09-18,0.0,0.0,0,False,True,False,4,5,OT,7,9,0,0,0,0,0,0,42,39,14,18,,,,,,,,,,,4,1,0,0,0,3,0,1,,
2751,1996,1996-12-08,10,5,2019-09-18,0.0,0.0,0,False,True,False,2,3,,6,7,0,2,0,0,0,0,23,41,12,39,,,,,,,,,,,0,1,1,2,1,0,,,,
2752,1996,1996-12-08,0,20,2019-09-18,0.0,0.0,0,True,False,False,3,2,,4,5,0,0,0,0,0,0,27,33,8,10,,,,,,,,,,,1,0,1,1,1,1,,,,
2753,1996,1996-12-08,15,24,2019-09-18,0.0,0.0,0,False,True,False,2,3,OT,4,8,1,1,0,0,0,0,42,47,18,26,,,,,,,,,,,0,1,1,1,1,0,0,1,,
2754,1996,1996-12-08,23,25,2019-09-18,0.0,0.0,0,False,True,False,1,4,,7,7,1,0,0,0,0,0,27,39,24,14,,,,,,,,,,,1,0,0,3,0,1,,,,
2755,1996,1996-12-10,24,23,2019-09-18,0.0,0.0,0,True,False,False,2,1,,3,8,0,0,0,0,0,0,27,27,6,16,,,,,,,,,,,0,0,2,1,0,0,,,,
2756,1996,1996-12-10,20,2,2019-09-18,0.0,0.0,0,True,False,False,7,5,,1,4,0,0,0,0,0,0,25,36,2,8,,,,,,,,,,,3,0,3,3,1,2,,,,
2757,1996,1996-12-10,5,8,2019-09-18,0.0,0.0,0,True,False,False,5,3,,6,7,0,0,0,0,0,0,39,35,12,14,,,,,,,,,,,0,2,3,1,2,0,,,,
2758,1996,1996-12-10,22,15,2019-09-18,0.0,0.0,0,False,False,True,3,3,OT,3,5,0,0,0,0,0,0,25,27,6,10,,,,,,,,,,,3,0,0,2,0,1,0,0,,
2759,1996,1996-12-10,19,18,2019-09-18,0.0,0.0,0,True,False,False,5,2,,9,8,0,0,0,0,0,0,48,25,18,16,,,,,,,,,,,2,1,2,1,1,0,,,,
2760,1996,1996-12-10,16,10,2019-09-18,0.0,0.0,0,False,True,False,1,3,,3,3,0,0,0,0,0,0,26,38,6,6,,,,,,,,,,,0,1,0,0,1,2,,,,
2761,1996,1996-12-10,25,0,2019-09-18,0.0,0.0,0,False,True,False,2,3,,5,7,0,0,0,0,0,0,38,34,10,14,,,,,,,,,,,1,1,1,1,0,1,,,,
2762,1996,1996-12-13,5,18,2019-09-18,0.0,0.0,0,False,True,False,0,3,,5,8,0,0,0,0,0,0,36,38,10,16,,,,,,,,,,,0,1,0,1,0,1,,,,
2763,1996,1996-12-13,8,16,2019-09-18,0.0,0.0,0,True,False,False,4,1,,5,7,0,1,0,0,0,0,44,26,10,24,,,,,,,,,,,3,0,0,1,1,0,,,,
2764,1996,1996-12-13,23,20,2019-09-18,0.0,0.0,0,True,False,False,6,2,,2,5,0,0,0,0,0,0,18,42,4,10,,,,,,,,,,,2,0,1,2,3,0,,,,
2765,1996,1996-12-13,2,24,2019-09-18,0.0,0.0,0,True,False,False,2,1,,4,3,4,2,0,0,0,0,36,31,58,31,,,,,,,,,,,0,1,1,0,1,0,,,,
2766,1996,1996-12-13,10,22,2019-09-18,0.0,0.0,0,False,True,False,3,5,,5,5,1,0,0,0,0,0,20,32,20,10,,,,,,,,,,,1,2,1,1,1,2,,,,
2767,1996,1996-12-13,19,0,2019-09-18,0.0,0.0,0,False,True,False,0,3,,5,6,1,0,0,0,0,0,36,38,20,12,,,,,,,,,,,0,1,0,2,0,0,,,,
2768,1996,1996-12-14,15,25,2019-09-18,0.0,0.0,0,False,True,False,1,3,,3,4,0,0,0,0,0,0,21,37,6,8,,,,,,,,,,,0,0,1,1,0,2,,,,
2769,1996,1996-12-15,22,5,2019-09-18,0.0,0.0,0,True,False,False,4,1,,5,6,0,1,0,0,0,0,23,33,10,22,,,,,,,,,,,0,1,1,0,3,0,,,,
2770,1996,1996-12-15,20,19,2019-09-18,0.0,0.0,0,False,False,True,2,2,OT,6,9,0,0,0,0,0,0,34,28,12,18,,,,,,,,,,,1,0,0,2,1,0,0,0,,
2771,1996,1996-12-15,16,23,2019-09-18,0.0,0.0,0,False,True,False,1,5,,4,6,2,2,0,0,0,0,34,39,33,37,,,,,,,,,,,0,2,0,1,1,2,,,,
2772,1996,1996-12-15,25,8,2019-09-18,0.0,0.0,0,False,True,False,1,6,,3,4,0,1,0,0,0,0,28,31,6,18,,,,,,,,,,,0,1,0,3,1,2,,,,
2773,1996,1996-12-15,18,15,2019-09-18,0.0,0.0,0,False,False,True,3,3,OT,4,6,0,0,0,0,0,0,34,43,8,12,,,,,,,,,,,1,0,0,1,2,2,0,0,,
2774,1996,1996-12-15,24,10,2019-09-18,0.0,0.0,0,True,False,False,7,1,,5,7,0,0,0,0,0,0,22,38,10,14,,,,,,,,,,,3,0,2,1,2,0,,,,
2775,1996,1996-12-15,0,2,2019-09-18,0.0,0.0,0,True,False,False,8,2,,2,5,0,0,0,0,0,0,33,35,4,10,,,,,,,,,,,2,1,3,1,3,0,,,,
2776,1996,1996-12-17,5,16,2019-09-18,0.0,0.0,0,False,True,False,3,5,,6,6,0,0,0,0,0,0,31,36,12,12,,,,,,,,,,,1,1,1,1,1,3,,,,
2777,1996,1996-12-17,15,20,2019-09-18,0.0,0.0,0,True,False,False,9,2,,4,5,0,0,0,0,0,0,30,41,8,10,,,,,,,,,,,5,0,1,0,3,2,,,,
2778,1996,1996-12-17,22,24,2019-09-18,0.0,0.0,0,False,True,False,1,3,,5,6,0,0,0,0,0,0,32,22,10,12,,,,,,,,,,,1,0,0,2,0,1,,,,
2779,1996,1996-12-17,19,25,2019-09-18,0.0,0.0,0,True,False,False,5,1,,3,5,0,1,0,0,0,0,31,41,6,20,,,,,,,,,,,1,0,2,1,2,0,,,,
2780,1996,1996-12-17,23,2,2019-09-18,0.0,0.0,0,True,False,False,4,2,,0,3,0,0,0,0,0,0,23,45,0,6,,,,,,,,,,,2,0,1,1,1,1,,,,
2781,1996,1996-12-17,10,18,2019-09-18,0.0,0.0,0,False,True,False,4,5,,5,11,0,0,0,0,0,0,20,45,10,22,,,,,,,,,,,0,1,2,2,2,2,,,,
2782,1996,1996-12-17,8,0,2019-09-18,0.0,0.0,0,False,True,False,1,2,,1,4,0,0,0,0,0,0,35,27,2,8,,,,,,,,,,,0,1,1,1,0,0,,,,
2783,1996,1997-01-10,18,22,2019-09-18,0.0,0.0,0,False,True,False,2,4,,6,7,2,1,0,0,0,0,24,34,32,18,,,,,,,,,,,0,1,1,0,1,3,,,,
2784,1996,1997-01-10,25,10,2019-09-18,0.0,0.0,0,True,False,False,4,2,,0,4,0,0,0,0,0,0,33,34,0,8,,,,,,,,,,,0,1,2,1,2,0,,,,
2785,1996,1997-01-10,16,15,2019-09-18,0.0,0.0,0,True,False,False,4,3,OT,8,10,0,0,0,0,0,0,30,32,16,20,,,,,,,,,,,1,0,1,2,1,1,1,0,,
2786,1996,1997-01-10,2,19,2019-09-18,0.0,0.0,0,True,False,False,3,2,OT,3,6,0,0,0,0,0,0,35,40,6,12,,,,,,,,,,,0,1,1,1,1,0,1,0,,
2787,1996,1997-01-10,0,23,2019-09-18,0.0,0.0,0,False,True,False,1,4,,4,3,0,0,0,0,0,0,25,35,8,6,,,,,,,,,,,1,2,0,1,0,1,,,,
2788,1996,1997-01-10,20,8,2019-09-18,0.0,0.0,0,True,False,False,5,1,,2,8,4,0,0,0,0,0,39,36,37,16,,,,,,,,,,,1,0,1,1,3,0,,,,
2789,1996,1997-01-10,24,5,2019-09-18,0.0,0.0,0,True,False,False,6,1,,7,7,0,0,0,0,0,0,28,42,14,14,,,,,,,,,,,2,0,2,0,2,1,,,,
2790,1996,1997-01-11,24,18,2019-09-18,0.0,0.0,0,True,False,False,2,1,,5,8,2,2,0,0,0,0,34,43,35,41,,,,,,,,,,,0,1,1,0,1,0,,,,
2791,1996,1997-01-12,5,25,2019-09-18,0.0,0.0,0,False,False,True,2,2,OT,5,7,0,0,0,0,0,0,38,35,10,14,,,,,,,,,,,1,0,0,0,1,2,0,0,,
2792,1996,1997-01-12,10,20,2019-09-18,0.0,0.0,0,True,False,False,6,0,,3,4,0,1,0,0,0,0,23,32,6,18,,,,,,,,,,,2,0,1,0,3,0,,,,
2793,1996,1997-01-12,15,0,2019-09-18,0.0,0.0,0,True,False,False,3,1,,5,5,0,0,0,0,0,0,30,30,10,10,,,,,,,,,,,2,0,1,1,0,0,,,,
2794,1996,1997-01-12,8,2,2019-09-18,0.0,0.0,0,True,False,False,4,2,,4,5,1,0,0,0,0,0,41,31,18,10,,,,,,,,,,,1,0,3,0,0,2,,,,
2795,1996,1997-01-12,22,16,2019-09-18,0.0,0.0,0,False,False,True,1,1,OT,2,4,0,0,0,0,0,0,30,35,4,8,,,,,,,,,,,0,1,1,0,0,0,0,0,,
2796,1996,1997-01-12,19,23,2019-09-18,0.0,0.0,0,False,True,False,2,4,,7,11,0,1,0,0,0,0,44,37,14,32,,,,,,,,,,,0,2,1,0,1,2,,,,
2797,1996,1997-01-17,20,5,2019-09-18,0.0,0.0,0,True,False,False,3,1,,7,10,0,1,0,0,0,0,41,38,14,30,,,,,,,,,,,1,0,0,0,2,1,,,,
2798,1996,1997-01-17,16,18,2019-09-18,0.0,0.0,0,True,False,False,2,1,,2,3,0,1,0,0,0,0,27,39,4,16,,,,,,,,,,,1,0,0,1,1,0,,,,
2799,1996,1997-01-17,23,15,2019-09-18,0.0,0.0,0,True,False,False,6,2,,3,2,0,1,0,0,0,0,31,25,6,14,,,,,,,,,,,1,1,2,0,3,1,,,,
2800,1996,1997-01-17,19,8,2019-09-18,0.0,0.0,0,True,False,False,2,0,,6,7,0,0,0,0,0,0,33,42,12,14,,,,,,,,,,,0,0,1,0,1,0,,,,
2801,1996,1997-01-17,25,24,2019-09-18,0.0,0.0,0,False,True,False,1,2,,2,5,0,0,0,0,0,0,40,32,4,10,,,,,,,,,,,0,0,0,1,1,1,,,,
2802,1996,1997-01-17,0,22,2019-09-18,0.0,0.0,0,True,False,False,3,0,,3,4,0,0,0,0,0,0,28,38,6,8,,,,,,,,,,,1,0,1,0,1,0,,,,
2803,1996,1997-01-17,2,10,2019-09-18,0.0,0.0,0,False,True,False,1,3,,5,5,0,0,0,0,0,0,39,25,10,10,,,,,,,,,,,1,0,0,2,0,1,,,,
2804,1996,1997-01-18,5,19,2019-09-18,0.0,0.0,0,True,False,False,2,1,,5,6,0,0,0,0,0,0,41,33,10,12,,,,,,,,,,,0,1,2,0,0,0,,,,
2805,1996,1997-01-19,10,0,2019-09-18,0.0,0.0,0,False,True,False,3,5,,3,7,0,0,0,0,0,0,28,32,6,14,,,,,,,,,,,2,1,1,3,0,1,,,,
2806,1996,1997-01-19,22,25,2019-09-18,0.0,0.0,0,False,True,False,1,4,,8,10,0,0,0,0,0,0,24,30,16,20,,,,,,,,,,,1,1,0,0,0,3,,,,
2807,1996,1997-01-19,8,23,2019-09-18,0.0,0.0,0,True,False,False,1,0,,2,3,0,0,0,0,0,0,30,29,4,6,,,,,,,,,,,0,0,0,0,1,0,,,,
2808,1996,1997-01-19,15,2,2019-09-18,0.0,0.0,0,True,False,False,3,2,,4,7,0,0,0,0,0,0,23,33,8,14,,,,,,,,,,,0,0,0,1,3,1,,,,
2809,1996,1997-01-19,18,20,2019-09-18,0.0,0.0,0,True,False,False,2,1,,3,5,0,0,0,0,0,0,26,39,6,10,,,,,,,,,,,1,0,1,1,0,0,,,,
2810,1996,1997-01-19,24,16,2019-09-18,0.0,0.0,0,False,False,True,0,0,OT,3,5,0,0,,,,,35,56,6,10,,,,,,,,,,,0,0,0,0,0,0,0,0,,
2811,1996,1997-01-21,23,22,2019-09-18,0.0,0.0,0,True,False,False,8,1,,4,7,0,0,0,0,0,0,18,29,8,14,,,,,,,,,,,1,0,4,0,3,1,,,,
2812,1996,1997-01-21,8,15,2019-09-18,0.0,0.0,0,False,False,True,3,3,OT,9,7,0,0,0,0,0,0,41,40,18,14,,,,,,,,,,,2,1,1,2,0,0,0,0,,
2813,1996,1997-01-21,25,16,2019-09-18,0.0,0.0,0,True,False,False,6,3,,6,8,0,0,0,0,0,0,34,41,12,16,,,,,,,,,,,1,1,2,1,3,1,,,,
2814,1996,1997-01-21,20,24,2019-09-18,0.0,0.0,0,True,False,False,3,1,,3,4,3,0,0,0,0,0,40,42,41,8,,,,,,,,,,,0,1,0,0,3,0,,,,
2815,1996,1997-01-21,0,18,2019-09-18,0.0,0.0,0,False,True,False,3,5,,3,3,0,0,0,0,0,0,33,36,6,6,,,,,,,,,,,1,0,1,2,1,3,,,,
2816,1996,1997-01-21,2,5,2019-09-18,0.0,0.0,0,False,True,False,1,2,,8,7,0,0,0,0,0,0,20,41,16,14,,,,,,,,,,,0,1,0,0,1,1,,,,
2817,1996,1997-01-21,19,10,2019-09-18,0.0,0.0,0,True,False,False,2,0,,8,8,0,0,0,0,0,0,47,37,16,16,,,,,,,,,,,1,0,0,0,1,0,,,,
2818,1996,1997-01-24,24,8,2019-09-18,0.0,0.0,0,True,False,False,5,2,,5,6,0,0,0,0,0,0,43,41,10,12,,,,,,,,,,,2,0,1,1,2,1,,,,
2819,1996,1997-01-24,15,19,2019-09-18,0.0,0.0,0,False,True,False,2,3,,4,10,0,0,0,0,0,0,18,43,8,20,,,,,,,,,,,1,1,1,2,0,0,,,,
2820,1996,1997-01-24,22,2,2019-09-18,0.0,0.0,0,False,True,False,2,5,,8,6,2,2,0,0,0,0,34,31,41,37,,,,,,,,,,,1,1,1,2,0,2,,,,
2821,1996,1997-01-24,18,25,2019-09-18,0.0,0.0,0,True,False,False,3,2,,5,5,0,0,0,0,0,0,31,33,10,10,,,,,,,,,,,2,0,0,1,1,1,,,,
2822,1996,1997-01-24,5,0,2019-09-18,0.0,0.0,0,False,True,False,0,3,,3,5,0,0,0,0,0,0,37,30,6,10,,,,,,,,,,,0,0,0,2,0,1,,,,
2823,1996,1997-01-24,16,20,2019-09-18,0.0,0.0,0,True,False,False,6,2,,3,6,0,0,0,0,0,0,31,53,6,12,,,,,,,,,,,2,2,3,0,1,0,,,,
2824,1996,1997-01-26,18,23,2019-09-18,0.0,0.0,0,True,False,False,2,1,OT,5,5,0,3,0,0,0,0,49,38,10,45,,,,,,,,,,,0,0,0,1,1,0,1,0,,
2825,1996,1997-01-26,16,0,2019-09-18,0.0,0.0,0,False,True,False,3,5,,2,2,2,4,0,0,0,0,32,48,29,54,,,,,,,,,,,0,3,1,0,2,2,,,,
2826,1996,1997-01-26,24,19,2019-09-18,0.0,0.0,0,True,False,False,4,1,,4,7,0,1,0,0,0,0,30,38,8,24,,,,,,,,,,,1,1,0,0,3,0,,,,
2827,1996,1997-01-26,5,15,2019-09-18,0.0,0.0,0,True,False,False,2,1,,7,8,0,0,0,0,0,0,51,36,14,16,,,,,,,,,,,0,0,2,1,0,0,,,,
2828,1996,1997-01-26,22,20,2019-09-18,0.0,0.0,0,False,True,False,2,3,OT,3,6,0,1,0,0,0,0,22,40,6,22,,,,,,,,,,,1,1,1,1,0,0,0,1,,
2829,1996,1997-01-26,25,2,2019-09-18,0.0,0.0,0,True,False,False,3,2,,5,7,0,0,0,0,0,0,48,30,10,14,,,,,,,,,,,1,1,1,1,1,0,,,,
2830,1996,1997-01-31,23,5,2019-09-18,0.0,0.0,0,True,False,False,7,2,,5,10,7,6,0,0,0,0,21,29,89,95,,,,,,,,,,,4,0,2,2,1,0,,,,
2831,1996,1997-01-31,19,22,2019-09-18,0.0,0.0,0,True,False,False,4,2,,5,5,3,2,0,0,0,0,36,32,45,35,,,,,,,,,,,3,0,1,0,0,2,,,,
2832,1996,1997-01-31,20,25,2019-09-18,0.0,0.0,0,True,False,False,3,2,OT,5,5,0,1,0,0,0,0,31,34,10,20,,,,,,,,,,,0,0,2,2,0,0,1,0,,
2833,1996,1997-01-31,15,10,2019-09-18,0.0,0.0,0,True,False,False,6,2,,7,5,0,0,0,0,0,0,24,37,14,10,,,,,,,,,,,2,1,3,1,1,0,,,,
2834,1996,1997-01-31,8,18,2019-09-18,0.0,0.0,0,False,True,False,2,4,,5,6,0,0,0,0,0,0,22,30,10,12,,,,,,,,,,,1,2,1,2,0,0,,,,
2835,1996,1997-01-31,2,16,2019-09-18,0.0,0.0,0,True,False,False,3,1,,4,5,0,0,0,0,0,0,39,29,8,10,,,,,,,,,,,1,0,1,1,1,0,,,,
2836,1996,1997-01-31,0,24,2019-09-18,0.0,0.0,0,True,False,False,3,1,,3,6,0,0,0,0,0,0,41,41,6,12,,,,,,,,,,,0,0,2,1,1,0,,,,
2837,1996,1997-02-04,8,10,2019-09-18,0.0,0.0,0,False,True,False,1,4,,8,9,1,0,0,0,0,0,41,41,26,18,,,,,,,,,,,0,1,1,2,0,1,,,,
2838,1996,1997-02-05,10,23,2019-09-18,0.0,0.0,0,True,False,False,5,1,,4,4,0,0,0,0,0,0,32,36,8,8,,,,,,,,,,,1,0,2,0,2,1,,,,
2839,1996,1997-02-07,8,5,2019-09-18,0.0,0.0,0,False,True,False,2,3,,5,6,0,0,0,0,0,0,31,48,10,12,,,,,,,,,,,1,0,0,2,1,1,,,,
2840,1996,1997-02-07,15,22,2019-09-18,0.0,0.0,0,False,True,False,1,2,,5,8,1,0,0,0,0,0,24,37,20,16,,,,,,,,,,,0,0,1,1,0,1,,,,
2841,1996,1997-02-07,2,20,2019-09-18,0.0,0.0,0,True,False,False,5,4,,4,8,0,0,0,0,0,0,31,42,8,16,,,,,,,,,,,2,1,2,1,1,2,,,,
2842,1996,1997-02-07,0,25,2019-09-18,0.0,0.0,0,False,True,False,2,3,,5,7,0,1,0,0,0,0,22,32,10,24,,,,,,,,,,,2,2,0,1,0,0,,,,
2843,1996,1997-02-07,10,16,2019-09-18,0.0,0.0,0,True,False,False,5,2,,9,7,0,0,0,0,0,0,33,23,18,14,,,,,,,,,,,3,0,1,2,1,0,,,,
2844,1996,1997-02-07,23,24,2019-09-18,0.0,0.0,0,True,False,False,1,0,,5,8,0,0,0,0,0,0,29,30,10,16,,,,,,,,,,,0,0,0,0,1,0,,,,
2845,1996,1997-02-08,18,19,2019-09-18,0.0,0.0,0,True,False,False,7,2,,9,9,2,0,0,0,0,0,30,35,43,18,,,,,,,,,,,1,1,4,1,2,0,,,,
2846,1996,1997-02-09,22,8,2019-09-18,0.0,0.0,0,True,False,False,4,0,,5,7,0,1,0,0,0,0,23,24,10,24,,,,,,,,,,,0,0,2,0,2,0,,,,
2847,1996,1997-02-09,24,15,2019-09-18,0.0,0.0,0,True,False,False,3,2,,5,4,0,0,0,0,0,0,20,46,10,8,,,,,,,,,,,2,2,1,0,0,0,,,,
2848,1996,1997-02-09,19,16,2019-09-18,0.0,0.0,0,True,False,False,4,2,,9,10,0,0,0,0,0,0,33,34,18,20,,,,,,,,,,,0,2,1,0,3,0,,,,
2849,1996,1997-02-09,25,23,2019-09-18,0.0,0.0,0,False,True,False,2,7,,3,7,0,0,0,0,0,0,37,32,6,14,,,,,,,,,,,0,4,1,1,1,2,,,,
2850,1996,1997-02-09,18,2,2019-09-18,0.0,0.0,0,True,False,False,4,2,,4,4,0,1,0,0,0,0,34,38,8,18,,,,,,,,,,,2,0,1,1,1,1,,,,
2851,1996,1997-02-09,20,0,2019-09-18,0.0,0.0,0,True,False,False,4,2,,2,3,0,0,0,0,0,0,21,33,4,6,,,,,,,,,,,4,1,0,0,0,1,,,,
